rowid,kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
3865,7951018,K01553.01,52.759,8.98,0.00085,12,0.065,133,0.5,2.6E-12,0.00085,0.00000012,4.7E-23,1.5E-20,5.5E-12,0.072,5952,87.5,-105.13,1.13,0.299,-0.123,1.09,0.094,-0.067,9.56,0.177,-0.314,1384,363.47,-157.53,0.18,0.045,-0.083
3866,9899355,K01554.01,1.333,28.51,1,0.0011,0.003,323,0.96,0.0034,0.99,0.00093,0.00000015,1.8E-17,0.00029,0.282,5667,114.02,-140.29,0.93,0.15,-0.078,0.94,0.057,-0.062,9.67,0.289,-0.415,1381,224.18,-127.9,0.22,0.089,-0.125
3867,12644774,K01555.01,41.077,3.86,0.98,2.3,0.114,1891,4,0.000019,0.054,0.61,0.0023,0.11,0.2,0.041,5466,75.3,-78.64,0.86,0.088,-0.061,0.89,0.043,-0.055,9.63,0.386,-0.41,787,82.4,-59.61,0.12,0.064,-0.075
3868,5371776,K01557.01,3.296,3.31,0.00004,9300,0.186,85,0.5,3.3E-11,0.000032,0.0000074,0.00000026,3.7E-09,8.5E-09,0.039,4819,67.64,-47.84,0.73,0.013,-0.016,0.8,0.021,-0.024,9.32,0.249,-0.166,483,11.57,-12.55,0.09,0.099,-0.06
3869,5371776,K01557.02,9.653,2.8,0.00004,1200,0.204,115,0.5,1.3E-09,0.0000041,0.000036,2.4E-10,5.4E-10,0.00000011,0.033,4819,67.64,-47.84,0.73,0.013,-0.016,0.8,0.021,-0.024,9.32,0.249,-0.166,483,11.57,-12.55,0.09,0.099,-0.06
3870,5371776,K01557.03,5.316,2.46,0.012,2000,0.216,107,0.5,0.00054,0.0062,0.00031,0.00035,0.0047,0.00019,0.029,4819,67.64,-47.84,0.73,0.013,-0.016,0.8,0.021,-0.024,9.32,0.249,-0.166,483,11.57,-12.55,0.09,0.099,-0.06
3871,5371776,K01557.04,1.499,1.27,0.00077,9200,0.11,51,0.57,0.0000044,0.000049,0.00049,0.000021,0.000041,0.00015,0.015,4819,67.64,-47.84,0.73,0.013,-0.016,0.8,0.021,-0.024,9.32,0.249,-0.166,483,11.57,-12.55,0.09,0.099,-0.06
3872,10019763,K01558.01,32.505,10.08,0.61,190,0.069,300,0.5,0.083,0.5,0.0033,0.011,0.018,0.00004,0.114,5518,112.8,-72.83,0.8,0.082,-0.067,0.84,0.066,-0.066,9.61,0.381,-0.417,841,90.3,-75.24,0.07,0.102,-0.053
3873,6699368,K01694.01,3.69,10.6,0.65,210,0.078,52,0.5,0.038,0.4,0.011,0.042,0.13,0.034,0.084,6058,125.47,-189.51,1.16,0.313,-0.149,1.11,0.113,-0.084,9.52,0.183,-0.279,960,276.4,-132.13,0.28,0.081,-0.145
3874,6803855,K01695.01,71.452,2.17,0.00059,28,0.207,77,0.84,0.000000003,0.0000088,0.00024,0.0000044,0.00031,0.000028,0.014,6341,273.76,-286.41,1.42,0.683,-0.3,1.26,0.245,-0.169,9.35,0.193,-0.168,917,438.21,-204.34,0.51,0.182,-0.192
3875,6891366,K01696.01,1.753,2.04,1,0.2,0.211,17,2.49,0.0012,0.21,0.065,0.00096,0.47,0.24,0.011,6670,286.9,-304.05,1.74,0.642,-0.358,1.45,0.226,-0.183,9.23,0.163,-0.116,1106,406.7,-233.93,0.58,0.172,-0.192
3876,6891637,K01697.01,1.753,10.31,1,0.32,0.069,89,1.14,0.084,0.24,0.66,0.0014,2.8E-13,0.011,0.123,5000,131.35,-180.68,0.77,0.039,-0.044,0.82,0.041,-0.045,9.62,0.386,-0.379,712,41.86,-47.96,0.67,0.162,-0.242
3877,6975615,K01698.01,2.065,1.19,1,0.28,0.114,36,0.5,0.000021,0.0058,0.76,0.032,0.000000014,0.21,0.013,5377,238.6,-201.33,0.84,0.097,-0.063,0.87,0.072,-0.056,9.63,0.359,-0.418,631,84.32,-53.66,0.42,0.222,-0.214
3878,7137725,K01699.01,2.254,2.21,1,0.07,0.215,55,0.51,0.000042,0.0004,0.21,0.0014,0.77,0.022,0.011,6852,296.51,-313.27,1.83,0.56,-0.367,1.5,0.21,-0.182,9.18,0.141,-0.092,998,295.44,-206.68,0.51,0.166,-0.202
3879,7220429,K01700.01,8.038,1.33,0.00012,160,0.133,48,0.51,0.00000016,0.000032,0.000037,0.0000007,0.000048,0.0000037,0.015,5221,213.55,-190.73,0.81,0.072,-0.052,0.85,0.057,-0.052,9.66,0.364,-0.411,487,50.57,-36.17,0.44,0.219,-0.234
3880,7222086,K01701.01,2.439,1.98,0.82,270,0.198,7,2.37,0.014,0.087,0.54,0.0024,0.011,0.16,0.009,7493,437.05,-240.74,2.04,0.463,-0.386,1.65,0.218,-0.152,9.07,0.064,-0.055,570,126.67,-101.36,0.16,0.183,-0.112
3881,7304449,K01702.01,1.538,0.92,0.023,1100,0.074,91,0.5,0.0000016,0.000002,0.0038,0.000000043,1.6E-09,0.019,0.027,3389,29.53,-27.41,0.31,0.034,-0.034,0.31,0.041,-0.04,9.66,0.356,-0.413,111,13.12,-13.3,0.1,0.069,-0.06
3882,7380829,K01703.01,3.175,4.29,1,0.00017,0.073,54,4,0.0063,0.99,0.00000077,0.0000016,4.8E-17,0.00028,0.036,5997,283.83,-270.73,1.11,0.386,-0.172,1.07,0.162,-0.104,9.5,0.25,-0.261,1142,420.65,-191.15,0.4,0.199,-0.216
3883,7386827,K01704.01,10.419,3.31,0.0002,350,0.12,80,0.5,0.0000037,0.000031,0.000022,0.0000011,0.00015,0.0000009,0.024,6146,121.7,-194.78,1.25,0.556,-0.182,1.17,0.181,-0.101,9.46,0.145,-0.214,1151,509.2,-176.69,0.71,0.074,-0.144
3884,3338885,K01845.02,5.058,2.71,0.07,2300,0.203,113,0.5,0.0091,0.043,0.0017,0.0025,0.013,0.001,0.033,4898,90.91,-114,0.75,0.032,-0.031,0.8,0.036,-0.038,9.59,0.409,-0.36,404,19.88,-19.82,0.28,0.115,-0.164
3885,9886255,K01846.01,105.956,3.97,0.00006,1,0.106,334,0.51,0.000038,0.000014,0.0000077,6.9E-23,2.4E-14,5.3E-10,0.044,5230,53.48,-63.91,0.82,0.05,-0.035,0.87,0.036,-0.042,9.63,0.388,-0.398,1018,62.54,-46.72,0.13,0.041,-0.065
3886,6776401,K01847.01,26.853,2.63,0.00035,24,0.204,108,0.5,1.3E-11,0.000015,0.00013,0.00000073,0.00019,0.00002,0.029,5322,79.87,-107.73,0.83,0.065,-0.047,0.87,0.039,-0.046,9.66,0.372,-0.435,665,53.99,-41.44,0.22,0.073,-0.112
3887,7430034,K01848.01,49.622,2.99,0.000015,94,0.188,71,0.51,7.1E-12,0.00000011,0.000015,1.4E-11,0.000000037,0.00000024,0.025,5993,84.16,-79.09,1.08,0.201,-0.106,1.07,0.061,-0.069,9.54,0.197,-0.326,616,113.66,-63.8,0.09,0.048,-0.056
3888,9735426,K01849.01,8.088,2.71,0.00076,53,0.199,114,0.5,0.0000055,0.00017,0.000059,0.000044,0.00047,0.0000099,0.03,5312,208.34,-135.5,0.83,0.085,-0.051,0.87,0.059,-0.053,9.65,0.373,-0.4,606,69.31,-41.43,0.23,0.208,-0.15
3889,8826168,K01850.01,11.551,2.94,0.00012,580,0.205,56,0.5,0.000086,0.000003,0.000034,0.000000053,0.00000014,0.0000003,0.023,5936,98.82,-93.77,1.06,0.084,-0.064,1.05,0.046,-0.042,9.54,0.191,-0.29,804,65.91,-50.29,0.16,0.083,-0.08
3890,10464050,K01851.01,4.47,2.33,0.0064,140,0.205,57,0.5,0.00000071,0.0024,0.0014,0.00016,0.0024,0.00015,0.022,5726,71.56,-87.19,0.98,0.243,-0.081,0.99,0.053,-0.052,9.67,0.247,-0.429,925,228.75,-80.85,0.13,0.042,-0.071
3891,9763348,K01852.01,15.774,2.16,0.000000059,180,0.211,57,0.5,3.4E-11,1.8E-15,0.000000034,2.2E-10,1.3E-10,0.000000025,0.016,6139,55.17,-65.33,1.3,0.269,-0.16,1.16,0.066,-0.048,9.55,0.097,-0.205,708,143.48,-87.55,0.13,0.015,-0.032
3892,8804397,K01853.01,60.086,2.74,0.00071,44,0.213,55,0.51,0.000024,0.00058,0.000049,0.00000026,0.00006,0.00000033,0.02,6054,51.84,-46.53,1.08,0.03,-0.033,1.13,0.029,-0.023,9.15,0.107,-0.082,655,23.03,-22.95,0.02,0.031,-0.016
3893,9662811,K01854.01,43.034,2.29,0.022,7.3,0.21,72,0.66,0.0000014,0.02,0.0022,0.000000065,0.00012,0.000043,0.021,5608,94.47,-88.04,0.92,0.051,-0.044,0.96,0.039,-0.042,9.58,0.256,-0.323,461,25.63,-24.65,0.23,0.088,-0.089
3894,5992270,K01855.01,58.43,3.88,0.59,0.23,0.12,281,0.5,0.0009,0.0062,0.45,0.011,0.04,0.087,0.052,4522,181.61,-112.39,0.68,0.036,-0.038,0.72,0.042,-0.041,9.65,0.365,-0.374,352,23.11,-23.15,0.24,0.273,-0.17
3895,10094670,K01984.01,22.064,3.3,0.00019,170,0.118,78,0.63,0.000024,0.00004,0.000089,0.0000015,0.000028,0.0000052,0.018,6614,190.74,-263.22,1.7,0.719,-0.355,1.42,0.235,-0.18,9.26,0.148,-0.109,1134,476.15,-240.49,0.5,0.116,-0.17
3896,8142942,K01985.01,5.756,2.49,0.011,850,0.212,67,0.51,0.0018,0.0041,0.000077,0.002,0.0027,0.000047,0.03,4949,48.32,-48.8,0.75,0.014,-0.019,0.81,0.023,-0.031,9.45,0.296,-0.243,313,7.97,-8.69,0.1,0.058,-0.064
3897,8257205,K01986.01,148.46,3.52,0.00092,16,0.129,270,0.5,2.4E-10,0.000018,0.00083,0.000000071,0.000047,0.000022,0.039,5341,258.52,-215.23,0.83,0.099,-0.061,0.87,0.075,-0.063,9.66,0.355,-0.423,622,84.14,-52.8,0.46,0.245,-0.237
3898,8257205,K01986.02,7.128,1.27,0.14,250,0.126,76,2.55,7.1E-10,0.000000025,0.066,0.0003,0.0034,0.073,0.014,5341,258.52,-215.23,0.83,0.099,-0.061,0.87,0.075,-0.063,9.66,0.355,-0.423,622,84.14,-52.8,0.46,0.245,-0.237
3899,2021440,K01987.01,7.812,18.79,1,0.26,0.041,565,0.84,0.00012,0.000000054,0.21,0.000048,0.0000095,0.79,0.23,5041,140.23,-93.18,0.75,0.042,-0.055,0.78,0.05,-0.052,9.69,0.348,-0.422,773,49.87,-59.52,0.16,0.173,-0.111
3900,9044228,K01988.01,0.935,1.46,0.00013,12000,0.139,28,0.5,0.0000038,1.3E-09,0.00004,0.00003,0.000051,0.00000089,0.018,4867,204.32,-168.87,0.74,0.046,-0.04,0.79,0.049,-0.044,9.65,0.361,-0.39,324,24.1,-20.49,0.42,0.263,-0.249
3901,10779233,K01989.01,201.121,2.15,0.00000018,0.64,0.212,357,1.2,9.1E-16,5.4E-09,0.00000013,2.9E-29,2.4E-10,0.000000042,0.02,5699,71.99,-65.5,0.96,0.062,-0.048,0.98,0.034,-0.038,9.63,0.215,-0.33,474,31.49,-25.4,0.09,0.068,-0.056
3902,11614617,K01990.01,24.758,2.95,0.00012,42,0.176,79,0.5,0.0000078,0.000045,0.000067,0.000000056,0.0000018,0.0000014,0.025,5957,103.87,-104.99,1.1,0.302,-0.122,1.07,0.073,-0.069,9.59,0.187,-0.328,996,270.44,-115.97,0.13,0.068,-0.083
3903,5306720,K01991.01,27.364,76.77,1,130,0.001,384,2.43,0.012,0.13,0.6,0.0079,0.031,0.22,0.428,6657,192.41,-271.03,1.64,0.377,-0.252,1.42,0.134,-0.139,9.24,0.134,-0.118,2195,491.67,-350.05,0.59,0.121,-0.171
3904,11450414,K01992.01,12.798,2.06,0.00002,84,0.218,45,0.72,0.0000014,0.0000001,0.000006,0.000011,0.00000086,0.000000033,0.018,5898,96.61,-100.46,1.04,0.218,-0.088,1.04,0.059,-0.061,9.58,0.212,-0.34,937,195.52,-84.81,0.13,0.061,-0.079
3905,11450414,K01992.02,27.322,1.71,0.086,38,0.189,113,2.1,0.000078,0.00065,0.03,0.0039,0.02,0.031,0.015,5898,96.61,-100.46,1.04,0.218,-0.088,1.04,0.059,-0.061,9.58,0.212,-0.34,937,195.52,-84.81,0.13,0.061,-0.079
3906,9899280,K01559.01,1.333,1.74,1,0.55,0.17,81,1.8,0.000000045,0.000074,0.98,0.00036,1.1E-13,0.022,0.023,4612,80.18,-77.15,0.69,0.026,-0.037,0.73,0.031,-0.042,9.67,0.352,-0.383,433,19.88,-26.54,0.16,0.119,-0.113
3907,8046659,K01560.01,31.569,14.47,0.73,160,0.057,325,0.5,0.094,0.56,0.0072,0.011,0.052,0.00013,0.128,5800,236.38,-179.96,1.04,0.258,-0.114,1.03,0.108,-0.067,9.54,0.295,-0.318,1129,286.65,-134.96,0.25,0.185,-0.151
3908,4940438,K01561.01,9.086,5.97,0.58,190,0.051,577,0.5,0.02,0.37,0.032,0.017,0.14,0.0042,0.055,5829,186.97,-241.42,0.98,0.165,-0.112,0.99,0.089,-0.083,9.58,0.245,-0.354,1218,216.81,-154.86,0.46,0.143,-0.21
3909,5308663,K01562.01,0.785,55.72,1,84,0.001,81,4,0.0036,0.0088,0.86,0.00000069,0.00017,0.13,0.429,6088,252.03,-286.46,1.18,0.388,-0.187,1.11,0.164,-0.109,9.48,0.221,-0.232,1596,527.18,-276.63,0.52,0.171,-0.216
3910,5308663,K01562.02,20.068,2.71,0.0046,20,0.195,268,5.4,0.00000053,0.0000016,0.0041,0.000000021,0.000000071,0.00051,0.021,6088,252.03,-286.46,1.18,0.388,-0.187,1.11,0.164,-0.109,9.48,0.221,-0.232,1596,527.18,-276.63,0.52,0.171,-0.216
3911,5219234,K01563.01,5.487,3.5,0.00056,560,0.156,142,0.5,0.00002,0.00049,0.000049,8.8E-09,0.0000041,0.00000032,0.04,5113,98.4,-89.91,0.79,0.023,-0.022,0.84,0.033,-0.035,9.64,0.25,-0.336,864,29.56,-29.4,0.35,0.117,-0.114
3912,5219234,K01563.02,8.291,3.33,0.05,22,0.171,178,0.6,0.00023,0.0044,0.032,0.00018,0.0045,0.0091,0.038,5113,98.4,-89.91,0.79,0.023,-0.022,0.84,0.033,-0.035,9.64,0.25,-0.336,864,29.56,-29.4,0.35,0.117,-0.114
3913,5219234,K01563.03,3.205,1.84,0.0062,2000,0.178,164,1.23,0.0000018,0.000092,0.003,0.000012,0.0000031,0.003,0.021,5113,98.4,-89.91,0.79,0.023,-0.022,0.84,0.033,-0.035,9.64,0.25,-0.336,864,29.56,-29.4,0.35,0.117,-0.114
3914,5219234,K01563.04,16.739,2.71,0.15,330,0.205,372,2.61,0.00011,0.00075,0.11,0.0007,0.0043,0.041,0.031,5113,98.4,-89.91,0.79,0.023,-0.022,0.84,0.033,-0.035,9.64,0.25,-0.336,864,29.56,-29.4,0.35,0.117,-0.114
3915,5184584,K01564.01,53.449,6.48,0.00018,44,0.052,182,0.5,0.000035,0.000052,0.000097,8.2E-15,4.7E-17,5.6E-10,0.055,5880,116.33,-114.86,1.09,0.264,-0.116,1.06,0.071,-0.056,9.59,0.233,-0.35,1406,334.35,-156.52,0.14,0.089,-0.088
3916,5636648,K01565.01,0.467,63.86,1,58,0.001,871,0.5,0.000028,5.5E-18,0.17,0.0024,0.016,0.81,0.581,5815,249.47,-265.2,1,0.232,-0.123,1,0.097,-0.086,9.58,0.278,-0.347,1140,273.74,-155.51,0.45,0.185,-0.231
3917,7522911,K01705.01,20.5,2.26,0.01,17,0.212,136,1.86,0.0000027,0.0017,0.0071,0.0000028,0.000055,0.0015,0.021,5842,116.29,-86.84,0.99,0.155,-0.088,1,0.056,-0.068,9.58,0.244,-0.355,1360,217.37,-125.74,0.08,0.091,-0.056
3918,7626370,K01706.01,1.921,1.36,0.00022,10000,0.138,22,0.5,2.5E-09,0.00019,0.00002,0.0000018,0.00001,6.5E-09,0.015,5333,197.51,-166.83,0.83,0.082,-0.052,0.87,0.057,-0.052,9.66,0.348,-0.417,476,51.03,-34.58,0.3,0.187,-0.182
3919,7703955,K01707.01,96.105,5.35,0.32,0.49,0.086,209,0.75,0.02,0.061,0.079,0.015,0.086,0.057,0.041,5839,101.3,-95.72,1.01,0.111,-0.087,0.98,0.054,-0.053,9.7,0.177,-0.368,1120,127.31,-98.76,0.47,0.084,-0.089
3920,7703955,K01707.02,265.468,5.18,0.052,2.4,0.096,402,1.05,0.0002,0.0023,0.022,0.0012,0.0099,0.017,0.039,5839,101.3,-95.72,1.01,0.111,-0.087,0.98,0.054,-0.053,9.7,0.177,-0.368,1120,127.31,-98.76,0.47,0.084,-0.089
3921,7750419,K01708.01,32.774,29.51,1,10,0.001,151,0.66,0.013,0.15,0.088,0.079,0.61,0.062,0.256,5853,94.22,-129.34,1.05,0.248,-0.108,1.04,0.064,-0.061,9.62,0.201,-0.372,1021,240.78,-110.31,0.19,0.064,-0.106
3922,7768952,K01709.01,22.469,1.18,0.22,14,0.114,191,0.5,0.00024,0.0032,0.085,0.01,0.098,0.024,0.013,5348,161.3,-163.4,0.83,0.072,-0.052,0.87,0.05,-0.057,9.65,0.361,-0.42,322,30.81,-22.63,0.3,0.157,-0.171
3923,7815744,K01710.01,14.204,2.46,0.00003,44,0.21,175,0.63,6.7E-10,0.0000022,0.000017,1.2E-11,0.000011,0.00000044,0.027,5345,67.26,-87.81,0.83,0.071,-0.053,0.87,0.042,-0.047,9.67,0.37,-0.434,921,80.15,-63.4,0.19,0.051,-0.088
3924,7955580,K01711.01,55.674,2.09,0.000051,34,0.209,257,0.51,0.000000037,0.0000012,0.000022,0.0000014,0.000026,0.00000021,0.025,5003,66.45,-78.1,0.77,0.035,-0.034,0.81,0.034,-0.041,9.65,0.378,-0.392,604,30.61,-29.07,0.16,0.076,-0.098
3925,8162790,K01712.01,10.161,2.36,0.000065,480,0.216,141,1.23,0.000000018,1.2E-11,0.000065,4.5E-14,1.7E-23,0.00000049,0.029,4984,50.22,-48.46,0.74,0.03,-0.09,0.77,0.034,-0.081,9.82,0.252,-0.275,639,29.83,-76.61,0.02,0.025,-0.012
3926,8230616,K01713.01,6.828,1.42,0.003,450,0.136,116,0.57,0.00000038,0.0000014,0.001,0.000033,0.00023,0.0017,0.022,4267,51,-46.07,0.59,0.024,-0.029,0.62,0.031,-0.042,9.52,0.374,-0.325,342,17.25,-22.39,0.06,0.072,-0.04
3927,8230616,K01713.02,2.24,1.3,0.00013,3900,0.12,73,0.51,0.00002,0.00000024,0.000052,0.000029,0.000024,0.0000025,0.02,4267,51,-46.07,0.59,0.024,-0.029,0.62,0.031,-0.042,9.52,0.374,-0.325,342,17.25,-22.39,0.06,0.072,-0.04
3928,9655129,K01714.01,2.744,42.6,1,4.7,0.001,1231,0.5,0.00088,1,0.00043,6.1E-09,0.00014,8.6E-10,0.458,5445,92.93,-135.35,0.86,0.1,-0.064,0.89,0.048,-0.059,9.69,0.365,-0.443,437,52.38,-35.98,0.31,0.078,-0.138
3929,11570749,K01856.01,46.299,2.56,0.9,0.62,0.205,109,0.57,0.000029,0.061,0.079,0.037,0.64,0.086,0.027,5421,134.51,-136.62,0.86,0.084,-0.054,0.9,0.046,-0.051,9.62,0.383,-0.403,512,52.48,-34.87,0.23,0.129,-0.136
3930,11297236,K01857.01,88.644,2.63,0.94,0.086,0.204,88,0.69,0.002,0.64,0.11,0.0027,0.18,0.0097,0.026,5663,70.87,-70.13,0.93,0.049,-0.041,0.96,0.035,-0.039,9.61,0.22,-0.317,544,29.25,-25.8,0.1,0.067,-0.061
3931,8160953,K01858.01,116.332,3.1,0.000069,25,0.193,384,0.5,0.00005,0.000015,0.0000039,9.7E-15,0.00000041,6.1E-09,0.032,5434,74.14,-61.47,0.85,0.027,-0.028,0.91,0.032,-0.037,9.52,0.25,-0.297,741,26.73,-26.92,0.08,0.074,-0.055
3932,8625821,K01859.01,45.397,30.88,1,2.6,0.001,844,0.5,0.0007,0.35,0.12,0.074,0.36,0.095,0.342,5454,163.17,-95.07,0.83,0.089,-0.071,0.86,0.058,-0.063,9.65,0.371,-0.447,801,89.69,-72.58,0.13,0.146,-0.088
3933,4157325,K01860.01,6.319,2.86,0.000081,2500,0.208,48,1.89,4.2E-09,0.000000018,0.000081,0.000000049,0.000000048,0.000000091,0.022,5759,82.7,-71.36,1.02,0.091,-0.067,1.01,0.038,-0.034,9.67,0.194,-0.342,710,62.75,-48.75,0.09,0.078,-0.06
3934,4157325,K01860.02,12.209,2.85,0.00019,560,0.211,75,1.83,0.00000036,0.000000036,0.00019,5.6E-09,1.2E-09,0.000000039,0.022,5759,82.7,-71.36,1.02,0.091,-0.067,1.01,0.038,-0.034,9.67,0.194,-0.342,710,62.75,-48.75,0.09,0.078,-0.06
3935,4157325,K01860.03,3.076,1.81,0.000028,610,0.16,36,1.56,0.0000076,0.00000049,0.000011,0.00000044,0.0000076,0.00000079,0.014,5759,82.7,-71.36,1.02,0.091,-0.067,1.01,0.038,-0.034,9.67,0.194,-0.342,710,62.75,-48.75,0.09,0.078,-0.06
3936,4157325,K01860.04,24.844,1.68,0.71,17,0.137,98,4.5,0.0000029,0.00019,0.4,0.00046,0.0072,0.3,0.013,5759,82.7,-71.36,1.02,0.091,-0.067,1.01,0.038,-0.034,9.67,0.194,-0.342,710,62.75,-48.75,0.09,0.078,-0.06
3937,3648437,K01861.01,17.504,4.08,0.00086,150,0.079,111,1.35,0.0000009,0.000086,0.00075,7.9E-12,0.000018,0.0000016,0.027,6323,197.92,-223.03,1.39,0.653,-0.253,1.24,0.224,-0.135,9.39,0.166,-0.166,1020,476.3,-197.78,0.32,0.126,-0.153
3938,7286173,K01862.01,56.435,2.46,0.000016,130,0.214,78,0.6,4E-10,0.00000022,0.000016,1.4E-13,1.3E-09,0.00000001,0.022,5646,74.11,-62.19,0.98,0.118,-0.072,0.96,0.038,-0.036,9.79,0.19,-0.438,560,66.92,-42.99,0.07,0.066,-0.046
3939,11126381,K01863.01,33.789,3.36,0.64,1,0.121,114,3.6,0.04,0.21,0.3,0.0027,0.084,0.01,0.023,6185,83.17,-82.65,1.33,0.538,-0.179,1.21,0.163,-0.075,9.46,0.105,-0.227,881,350.84,-120.74,0.1,0.037,-0.054
3940,11450414,K01992.03,85.521,1.85,0.0008,4,0.199,131,1.86,4.1E-10,0.000017,0.00068,0.0000056,0.00002,0.00007,0.016,5898,96.61,-100.46,1.04,0.218,-0.088,1.04,0.059,-0.061,9.58,0.212,-0.34,937,195.52,-84.81,0.13,0.061,-0.079
3941,9042357,K01993.01,16.004,55.2,1,7.7,0.001,295,0.5,0.014,0.015,0.18,0.061,0.61,0.11,0.529,5725,186.31,-228.28,0.97,0.173,-0.105,0.97,0.075,-0.078,9.65,0.285,-0.392,769,145.39,-91.07,0.55,0.151,-0.198
3942,3328026,K01994.01,2.115,70.03,1,0.49,0.001,39,1.62,0.0057,0.91,0.089,2.3E-12,7.4E-20,0.000077,0.607,5866,184.08,-165.97,1.06,0.219,-0.12,1.04,0.083,-0.067,9.57,0.248,-0.348,1221,255.48,-146.16,0.24,0.142,-0.137
3943,5942093,K01995.01,14.387,34.28,1,100,0.001,274,2.07,0.041,0.2,0.37,0.07,0.094,0.23,0.402,5377,114.59,-69.05,0.78,0.071,-0.068,0.82,0.058,-0.064,9.62,0.397,-0.459,831,79.1,-77.36,0.07,0.112,-0.052
3944,4736569,K01996.01,10.132,2.18,0.0001,480,0.219,149,0.5,1.5E-09,0.000000028,0.000098,1.1E-09,0.00000059,0.0000027,0.028,4817,87.03,-82.99,0.71,0.032,-0.049,0.75,0.04,-0.052,9.66,0.362,-0.382,657,34.52,-49.13,0.17,0.113,-0.111
3945,4736569,K01996.02,7.074,1.17,0.0023,73,0.107,114,2.46,3.1E-10,1.5E-10,0.0018,0.000011,0.0000033,0.00048,0.015,4817,87.03,-82.99,0.71,0.032,-0.049,0.75,0.04,-0.052,9.66,0.362,-0.382,657,34.52,-49.13,0.17,0.113,-0.111
3946,10384798,K01997.01,38.505,2.54,0.0000012,2,0.206,118,0.54,1.1E-11,0.0000006,0.00000064,1.1E-21,4.3E-14,3.3E-11,0.026,5629,75.38,-67.41,0.89,0.102,-0.073,0.92,0.047,-0.062,9.62,0.334,-0.399,834,96.13,-72.41,0.07,0.058,-0.048
3947,9834040,K01998.01,6.774,2.66,0.00042,0.46,0.195,92,0.54,3.5E-10,0.00015,0.0000058,0.0000074,0.00025,0.0000046,0.022,5992,108.75,-124.28,1.12,0.308,-0.126,1.09,0.079,-0.07,9.56,0.176,-0.311,1521,409.99,-182,0.17,0.067,-0.097
3948,10616415,K01999.01,1.121,8.2,1,30,0.054,115,0.51,0.000031,0.0000008,0.37,0.0004,0.00029,0.63,0.103,4815,90.33,-98.1,0.73,0.029,-0.037,0.77,0.035,-0.041,9.6,0.399,-0.359,270,13.07,-14.66,0.21,0.117,-0.139
3949,8802693,K02000.01,26.41,2.69,0.000031,110,0.203,166,0.54,7.6E-09,0.0000081,0.0000057,0.0000016,0.000012,0.0000038,0.03,5303,54.68,-59.19,0.82,0.058,-0.046,0.86,0.039,-0.044,9.64,0.374,-0.411,969,71.61,-57.43,0.09,0.041,-0.056
3950,6061773,K02001.01,8.277,1.01,0.042,39,0.096,32,0.57,1.1E-09,0.00001,0.03,0.00059,0.0088,0.0031,0.012,5099,135.07,-80.44,0.77,0.045,-0.049,0.81,0.045,-0.051,9.71,0.335,-0.42,262,17.23,-17.43,0.13,0.157,-0.094
3951,5564247,K01566.01,1.727,1.72,0.015,4000,0.184,91,4,0.00000011,0.00000058,0.0078,0.0000046,0.00000061,0.0074,0.018,5541,210.26,-212.31,0.88,0.116,-0.072,0.91,0.069,-0.06,9.64,0.316,-0.396,1172,166.01,-109.29,0.47,0.183,-0.205
3952,5438099,K01567.01,7.24,2.35,0.000012,2100,0.217,114,0.5,0.00000047,0.0000025,0.0000075,2.2E-09,0.00000088,0.00000027,0.028,5012,59.51,-49.48,0.74,0.02,-0.022,0.81,0.028,-0.034,9.42,0.238,-0.229,754,23.73,-24.53,0.09,0.079,-0.059
3953,5438099,K01567.02,4.646,1.68,0.00011,1200,0.154,75,1.71,6.5E-10,0.00000027,0.000098,0.0000011,0.0000051,0.0000031,0.02,5012,59.51,-49.48,0.74,0.02,-0.022,0.81,0.028,-0.034,9.42,0.238,-0.229,754,23.73,-24.53,0.09,0.079,-0.059
3954,5438099,K01567.03,17.327,2.36,0.0066,35,0.218,150,1.02,0.00025,0.0016,0.0042,0.00000017,0.000082,0.00049,0.028,5012,59.51,-49.48,0.74,0.02,-0.022,0.81,0.028,-0.034,9.42,0.238,-0.229,754,23.73,-24.53,0.09,0.079,-0.059
3955,5438099,K01567.04,44.841,2.44,0.00024,66,0.213,213,0.54,8.8E-09,0.0002,0.000037,1.7E-11,0.000000045,0.00000097,0.029,5012,59.51,-49.48,0.74,0.02,-0.022,0.81,0.028,-0.034,9.42,0.238,-0.229,754,23.73,-24.53,0.09,0.079,-0.059
3956,5210475,K01568.01,1.009,40.06,1,9.7,0.001,60,0.5,0.00076,0.00000012,0.12,0.012,0.021,0.84,0.416,5537,246.98,-157.7,0.88,0.119,-0.074,0.91,0.074,-0.06,9.62,0.341,-0.403,994,147.4,-89.38,0.21,0.212,-0.144
